keyword,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
el-al,36,-0.10,0.57,0.76,0.79
elasticity,12,-0.15,0.52,0.54,0.95
elastomer,12,-0.15,0.52,0.62,0.88
elderly-passenger,11,-0.18,0.46,0.56,0.86
electric,37,-0.11,0.58,0.59,0.92
electric-aircraft,0,-0.11,0.56,0.67,0.92
electric-air-taxi,0,-0.11,0.56,0.51,0.94
electrical,35,-0.17,0.47,0.57,0.94
electrical-component,12,-0.15,0.52,0.55,0.95
electrical-power,37,-0.11,0.58,0.58,0.94
electric-bus,0,-0.11,0.56,0.55,0.94
electric-discharge,12,-0.15,0.52,0.51,0.99
electric-flight,0,-0.11,0.56,0.51,0.95
electricity,37,-0.11,0.58,0.66,0.87
electricity-consumption,37,-0.11,0.58,0.72,0.80
electric-motor,12,-0.15,0.52,0.62,0.94
electric-plane,0,-0.11,0.56,0.58,0.89
electric-powered,0,-0.11,0.56,0.53,0.93
electric-vehicle,37,-0.11,0.58,0.54,0.95
electric-vertical-take-off,0,-0.11,0.56,0.61,0.87
electric-vertical-takeoff,0,-0.11,0.56,0.57,0.90
electrification,37,-0.11,0.58,0.69,0.92
electronic,18,-0.20,0.45,0.52,0.98
electronically,18,-0.20,0.45,0.53,0.90
electronic-communication,18,-0.20,0.45,0.57,0.87
electronic-device,18,-0.20,0.45,0.58,0.93
electronic-passport,11,-0.18,0.46,0.52,0.93
electronic-product,4,-0.17,0.43,0.53,0.89
electronics,35,-0.17,0.47,0.58,0.93
electronic-warfare,0,-0.11,0.56,0.61,0.96
electroplating-market,10,-0.19,0.51,0.70,0.87
element,12,-0.15,0.52,0.61,0.91
elevate,26,-0.14,0.56,0.67,0.85
elevated,28,-0.19,0.48,0.63,0.84
elevated-inflation,6,-0.14,0.54,0.57,1.00
eliminate,26,-0.14,0.56,0.67,0.80
ellsworth,38,-0.14,0.48,0.70,0.74
else,9,-0.15,0.55,0.53,0.91
elusive,32,-0.17,0.52,0.52,0.95
embark,26,-0.14,0.56,0.54,0.87
embassy,30,-0.13,0.56,0.58,0.94
embrace,26,-0.14,0.56,0.69,0.82
embraer-e190-aircraft,36,-0.10,0.57,0.61,0.89
emerge,26,-0.14,0.56,0.62,0.86
emergency,11,-0.18,0.46,0.51,0.99
emergency-exit,11,-0.18,0.46,0.50,0.94
emergency-landing,11,-0.18,0.46,0.52,0.98
emergency-measure,11,-0.18,0.46,0.55,0.91
emergency-notice,11,-0.18,0.46,0.50,0.87
emergency-response,35,-0.17,0.47,0.54,0.90
emerging-technology,19,-0.17,0.51,0.63,0.88
emirate,24,-0.16,0.46,0.72,0.87
emirates,36,-0.10,0.57,0.59,0.97
emirates-airline,36,-0.10,0.57,0.76,0.81
emirates-flight,11,-0.18,0.46,0.60,0.94
emirates-skycargo,36,-0.10,0.57,0.56,0.91
emirati,30,-0.13,0.56,0.65,0.85
emiratis,30,-0.13,0.56,0.53,0.96
emirati-woman,11,-0.18,0.46,0.56,0.93
emission,37,-0.11,0.58,0.75,0.78
emission-reduction,37,-0.11,0.58,0.72,0.78
emissions,37,-0.11,0.58,0.80,0.79
emissions-trading,37,-0.11,0.58,0.55,0.97
emitter,12,-0.15,0.52,0.59,0.92
e-mobility,35,-0.17,0.47,0.58,0.98
empennage,0,-0.11,0.56,0.58,0.88
emphasize,26,-0.14,0.56,0.68,0.78
employ,26,-0.14,0.56,0.62,0.81
employee,9,-0.15,0.55,0.53,0.95
employee-count,25,-0.18,0.39,0.52,0.90
empower,26,-0.14,0.56,0.53,0.98
empty,16,-0.21,0.42,0.60,0.94
empty-container,11,-0.18,0.46,0.50,0.94
empty-plane,11,-0.18,0.46,0.57,0.89
enable,26,-0.14,0.56,0.51,0.98
enabler,23,-0.16,0.52,0.52,1.00
enabling,19,-0.17,0.51,0.55,0.91
enact,26,-0.14,0.56,0.68,0.78
encompass,26,-0.14,0.56,0.52,0.89
encourage,26,-0.14,0.56,0.59,0.87
encouraging,14,-0.13,0.58,0.56,0.90
encrypt,26,-0.14,0.56,0.55,0.93
end-customer,4,-0.17,0.43,0.52,0.92
endear,26,-0.14,0.56,0.54,0.86
endless-wait,11,-0.18,0.46,0.51,0.99
endorse,26,-0.14,0.56,0.55,0.85
end-to-end,19,-0.17,0.51,0.55,0.97
endure,26,-0.14,0.56,0.62,0.86
end-users,19,-0.17,0.51,0.55,0.95
enemy,11,-0.18,0.46,0.52,0.99
energize,26,-0.14,0.56,0.61,0.83
energy,37,-0.11,0.58,0.59,0.96
energy-consumption,37,-0.11,0.58,0.80,0.72
energy-efficiency,37,-0.11,0.58,0.67,0.96
energy-efficient,37,-0.11,0.58,0.61,0.93
energy-sector,35,-0.17,0.47,0.58,0.94
energy-storage,37,-0.11,0.58,0.65,0.92
enforce,26,-0.14,0.56,0.68,0.81
enforceable,21,-0.18,0.50,0.56,0.91
enforced,21,-0.18,0.50,0.54,0.97
engage,26,-0.14,0.56,0.66,0.86
engagement,19,-0.17,0.51,0.64,0.81
engine,12,-0.15,0.52,0.71,0.92
engine-control,4,-0.17,0.43,0.57,0.98
engineering,35,-0.17,0.47,0.60,1.00
engineering-student,11,-0.18,0.46,0.51,0.97
engineering-talent,19,-0.17,0.51,0.52,0.95
engine-fire,11,-0.18,0.46,0.60,0.93
engine-maintenance,0,-0.11,0.56,0.54,0.96
engine-malfunction,11,-0.18,0.46,0.62,0.84
engine-market,10,-0.19,0.51,0.59,0.85
engine-oil,12,-0.15,0.52,0.61,0.87
engine-shutdown,0,-0.11,0.56,0.52,0.93
engine-testing,0,-0.11,0.56,0.53,0.94
enhance,19,-0.17,0.51,0.60,0.99
enhanced,21,-0.18,0.50,0.51,0.97
enhanced-connectivity,19,-0.17,0.51,0.56,0.97
enhanced-situational-awareness,0,-0.11,0.56,0.55,0.97
enhancement,4,-0.17,0.43,0.58,0.97
enhancer,12,-0.15,0.52,0.53,0.96
enjoy,26,-0.14,0.56,0.57,0.86
enlarge,26,-0.14,0.56,0.53,0.92
enlist,26,-0.14,0.56,0.66,0.76
enough,14,-0.13,0.58,0.60,0.87
enplanements,25,-0.18,0.39,0.64,0.93
enraged,32,-0.17,0.52,0.58,0.89
enroll,26,-0.14,0.56,0.58,0.84
ensure,26,-0.14,0.56,0.55,0.92
enter,26,-0.14,0.56,0.61,0.83
enterprise,19,-0.17,0.51,0.69,0.86
entertainer,34,-0.17,0.50,0.51,0.97
entertainment-system,4,-0.17,0.43,0.51,0.98
entice,26,-0.14,0.56,0.58,0.82
entire-month,33,-0.03,0.67,0.61,0.88
entire-region,24,-0.16,0.46,0.64,0.90
entire-trip,17,-0.17,0.48,0.54,0.93
entitled,14,-0.13,0.58,0.55,0.91
entitlement,2,-0.20,0.46,0.57,0.89
entity,2,-0.20,0.46,0.51,0.94
entourage,34,-0.17,0.50,0.51,0.95
entrench,26,-0.14,0.56,0.64,0.81
entrenched,32,-0.17,0.52,0.53,0.93
entrepreneurial,19,-0.17,0.51,0.57,0.86
entrepreneurial-spirit,19,-0.17,0.51,0.54,0.88
entrepreneurship,19,-0.17,0.51,0.63,0.86
environment,19,-0.17,0.51,0.62,0.90
environmental,19,-0.17,0.51,0.57,0.94
environmental-awareness,19,-0.17,0.51,0.52,0.93
environmental-issue,11,-0.18,0.46,0.50,0.93
environmentalist,31,-0.17,0.48,0.53,0.96
environmental-pollution,37,-0.11,0.58,0.60,0.88
environmental-sustainability,19,-0.17,0.51,0.71,0.83
environment-management,35,-0.17,0.47,0.50,0.89
envisage,26,-0.14,0.56,0.55,0.89
epidemic,20,-0.14,0.55,0.82,0.76
epidemic-containment,24,-0.16,0.46,0.52,0.94
epidemic-outbreak,20,-0.14,0.55,0.68,0.81
epidemiological-situation,20,-0.14,0.55,0.53,0.91
epoxy,12,-0.15,0.52,0.61,0.89
epoxy-resin,12,-0.15,0.52,0.63,0.88
equate,26,-0.14,0.56,0.53,0.90
equip,26,-0.14,0.56,0.59,0.87
equipment,35,-0.17,0.47,0.54,0.98
erbil,30,-0.13,0.56,0.69,0.87
erode,26,-0.14,0.56,0.59,0.97
escalate,26,-0.14,0.56,0.66,0.86
escalating,28,-0.19,0.48,0.52,0.91
escalation,20,-0.14,0.55,0.52,0.98
escape,26,-0.14,0.56,0.59,0.88
esg,19,-0.17,0.51,0.54,0.89
e-silva,31,-0.17,0.48,0.60,0.82
esperance,38,-0.14,0.48,0.59,0.88
essential,21,-0.18,0.50,0.67,1.00
essential-step,23,-0.16,0.52,0.50,0.96
essential-travel,17,-0.17,0.48,0.60,0.92
establish,26,-0.14,0.56,0.67,0.83
estimated-period,10,-0.19,0.51,0.64,0.88
estonian,30,-0.13,0.56,0.67,0.84
eswatini,24,-0.16,0.46,0.58,0.94
ethical,19,-0.17,0.51,0.53,0.92
ethiopian,30,-0.13,0.56,0.78,0.71
etihad,36,-0.10,0.57,0.51,0.98
ets,2,-0.20,0.46,0.54,0.90
euro,13,-0.20,0.50,0.52,0.91
eurocontrol,36,-0.10,0.57,0.55,0.93
eurofighter,0,-0.11,0.56,0.54,0.94
european-affairs,30,-0.13,0.56,0.51,0.98
european-airline,36,-0.10,0.57,0.70,0.79
european-air-traffic,25,-0.18,0.39,0.51,0.95
european-carrier,36,-0.10,0.57,0.70,0.78
european-continent,24,-0.16,0.46,0.55,0.92
european-region,10,-0.19,0.51,0.69,0.83
european-rival,36,-0.10,0.57,0.50,0.93
european-travel,17,-0.17,0.48,0.51,0.96
eurostar,36,-0.10,0.57,0.72,0.94
eurowings,36,-0.10,0.57,0.68,0.87
eurowings-discover,36,-0.10,0.57,0.75,0.77
eva-air,36,-0.10,0.57,0.76,0.80
eva-airways,36,-0.10,0.57,0.61,0.91
evacuate,26,-0.14,0.56,0.53,0.91
evacuation-flight,11,-0.18,0.46,0.55,0.97
evacuee,11,-0.18,0.46,0.56,0.95
evaluate,26,-0.14,0.56,0.62,0.85
evans,31,-0.17,0.48,0.59,0.91
evaporate,28,-0.19,0.48,0.50,0.97
evasive,32,-0.17,0.52,0.51,0.89
ev-charging,37,-0.11,0.58,0.60,0.93
even,9,-0.15,0.55,0.55,0.90
event,34,-0.17,0.50,0.53,0.95
event-coordinator,31,-0.17,0.48,0.52,0.89
event-host,31,-0.17,0.48,0.51,0.90
everyone,9,-0.15,0.55,0.60,0.88
everything,9,-0.15,0.55,0.52,0.91
evidence-based,19,-0.17,0.51,0.52,0.89
evident,32,-0.17,0.52,0.62,0.88
e-visa,17,-0.17,0.48,0.54,0.95
evolve,26,-0.14,0.56,0.63,0.92
evolving,19,-0.17,0.51,0.61,0.90
evs,37,-0.11,0.58,0.71,0.80
evtol,0,-0.11,0.56,0.67,0.88
evtol-aircraft,0,-0.11,0.56,0.63,0.91
exacerbate,26,-0.14,0.56,0.52,0.99
exaggerated,32,-0.17,0.52,0.61,0.91
examine,26,-0.14,0.56,0.68,0.76
examiner,31,-0.17,0.48,0.54,0.99
exasperated,32,-0.17,0.52,0.60,0.88
excellence,19,-0.17,0.51,0.62,0.86
exceptional-case,11,-0.18,0.46,0.61,0.85
exceptional-measure,11,-0.18,0.46,0.51,0.89
exchange-visit,11,-0.18,0.46,0.52,0.99
excite,26,-0.14,0.56,0.55,0.87
excited,14,-0.13,0.58,0.51,0.92
exclude,26,-0.14,0.56,0.55,0.87
exclusion,2,-0.20,0.46,0.52,0.91
excursion,34,-0.17,0.50,0.66,0.91
execute,26,-0.14,0.56,0.62,0.86
executive,31,-0.17,0.48,0.63,0.89
executive-director,31,-0.17,0.48,0.60,0.86
executive-jet,11,-0.18,0.46,0.59,0.90
exempt,21,-0.18,0.50,0.51,0.92
exemption,2,-0.20,0.46,0.62,0.93
exemptions,2,-0.20,0.46,0.62,0.87
exhaust,26,-0.14,0.56,0.58,0.92
exist,26,-0.14,0.56,0.52,0.91
existing,19,-0.17,0.51,0.51,0.95
exogenous-shock,11,-0.18,0.46,0.55,0.92
exotic-destination,11,-0.18,0.46,0.54,0.96
expand,26,-0.14,0.56,0.57,0.92
expanded-connectivity,4,-0.17,0.43,0.53,0.88
expansion-period,39,-0.17,0.41,0.59,0.86
expatriate,11,-0.18,0.46,0.51,0.98
expected,14,-0.13,0.58,0.65,0.83
expected-growth,6,-0.14,0.54,0.61,0.90
expected-recovery,6,-0.14,0.54,0.71,0.84
expected-slowdown,6,-0.14,0.54,0.52,0.95
expedia,15,-0.18,0.43,0.54,0.97
expedite,26,-0.14,0.56,0.60,0.83
expenditure,2,-0.20,0.46,0.53,0.92
expenditures,2,-0.20,0.46,0.51,0.90
expensive,21,-0.18,0.50,0.54,0.94
experience,19,-0.17,0.51,0.50,0.90
experimentation,19,-0.17,0.51,0.58,0.90
expertise,19,-0.17,0.51,0.73,0.85
explain,26,-0.14,0.56,0.71,0.79
explode,26,-0.14,0.56,0.51,0.98
exploit,26,-0.14,0.56,0.68,0.76
explore,26,-0.14,0.56,0.64,0.86
exports-value,25,-0.18,0.39,0.58,0.87
export-trade,24,-0.16,0.46,0.51,0.98
expose,26,-0.14,0.56,0.77,0.68
express,26,-0.14,0.56,0.54,0.86
express-bus,17,-0.17,0.48,0.50,0.96
extend,26,-0.14,0.56,0.70,0.78
extended-lockdown,20,-0.14,0.55,0.69,0.83
extension,2,-0.20,0.46,0.55,0.93
extensive-delay,11,-0.18,0.46,0.56,0.99
exterior,12,-0.15,0.52,0.66,0.85
external-force,11,-0.18,0.46,0.53,0.99
extinguish,26,-0.14,0.56,0.55,0.87
extra-aircraft,36,-0.10,0.57,0.51,0.98
extract,26,-0.14,0.56,0.56,0.87
extra-flight,11,-0.18,0.46,0.57,0.94
extraordinary,32,-0.17,0.52,0.58,0.87
extraordinary-measure,11,-0.18,0.46,0.58,0.85
extra-passenger,11,-0.18,0.46,0.51,0.91
extreme,32,-0.17,0.52,0.59,0.91
extreme-heat,20,-0.14,0.55,0.61,0.87
extreme-weather,20,-0.14,0.55,0.64,0.86
eye-tracking,4,-0.17,0.43,0.59,0.96
eye-tracking-technology,4,-0.17,0.43,0.52,0.91
f-16,0,-0.11,0.56,0.74,0.81
f-18,0,-0.11,0.56,0.63,0.81
f-35,0,-0.11,0.56,0.70,0.85
f-35-aircraft,0,-0.11,0.56,0.55,0.94
f-35b,0,-0.11,0.56,0.75,0.86
f-35-fighter-jet,0,-0.11,0.56,0.55,0.89
faa,0,-0.11,0.56,0.52,0.99
faas,4,-0.17,0.43,0.53,0.88
face,26,-0.14,0.56,0.55,0.90
facilitate,26,-0.14,0.56,0.59,0.91
facilitation,35,-0.17,0.47,0.52,0.98
factor,28,-0.19,0.48,0.53,0.91
fail,26,-0.14,0.56,0.55,0.89
failed,14,-0.13,0.58,0.55,0.88
failing,14,-0.13,0.58,0.64,0.80
fairing,12,-0.15,0.52,0.52,0.97
falcon-aircraft,0,-0.11,0.56,0.50,0.96
fall-off,6,-0.14,0.54,0.57,0.99
falloff,6,-0.14,0.54,0.57,0.96
fallout,7,-0.19,0.45,0.59,0.98
fall-semester,33,-0.03,0.67,0.63,0.87
familiarize,26,-0.14,0.56,0.52,0.86
family,9,-0.15,0.55,0.66,0.86
family-holiday,34,-0.17,0.50,0.62,0.94
famous-tourist-destination,24,-0.16,0.46,0.54,0.93
fan,34,-0.17,0.50,0.65,0.95
far-east,24,-0.16,0.46,0.59,0.88
farm,9,-0.15,0.55,0.57,1.00
farmer,5,-0.19,0.44,0.63,0.97
farming,35,-0.17,0.47,0.52,0.98
faro,17,-0.17,0.48,0.54,0.99
far-reaching,32,-0.17,0.52,0.52,0.96
fastener,12,-0.15,0.52,0.65,0.86
faster-recovery,6,-0.14,0.54,0.61,0.91
fastest-growing-region,10,-0.19,0.51,0.62,0.90
fastest-growth,10,-0.19,0.51,0.60,0.90
fastjet,36,-0.10,0.57,0.68,0.85
fast-recovery,6,-0.14,0.54,0.59,0.89
fast-spreading-omicron-variant,20,-0.14,0.55,0.62,0.83
fast-track,26,-0.14,0.56,0.53,0.93
fatal,32,-0.17,0.52,0.53,0.90
father,9,-0.15,0.55,0.65,0.92
fatima,31,-0.17,0.48,0.55,0.95
favourable,21,-0.18,0.50,0.56,0.96
fcc,2,-0.20,0.46,0.52,0.93
fcf,13,-0.20,0.50,0.55,0.95
fct,24,-0.16,0.46,0.54,0.90
fear,32,-0.17,0.52,0.52,0.96
feared,32,-0.17,0.52,0.61,0.90
fears,7,-0.19,0.45,0.57,0.98
feasible,21,-0.18,0.50,0.70,0.81
february,33,-0.03,0.67,0.54,0.94
federal,2,-0.20,0.46,0.52,0.92
federal-assistance,2,-0.20,0.46,0.59,0.84
federal-mandate,2,-0.20,0.46,0.53,0.92
federal-relief,2,-0.20,0.46,0.54,0.86
federal-support,2,-0.20,0.46,0.53,0.89
federation,30,-0.13,0.56,0.59,0.91
feed,26,-0.14,0.56,0.55,0.89
feeder,12,-0.15,0.52,0.67,0.83
fee-waiver,2,-0.20,0.46,0.63,0.85
fellow,31,-0.17,0.48,0.57,0.96
fellow-passenger,5,-0.19,0.44,0.58,0.90
female-passenger,5,-0.19,0.44,0.53,0.92
ferghana,24,-0.16,0.46,0.57,0.85
ferry,29,-0.12,0.59,0.58,0.96
ferry-flight,0,-0.11,0.56,0.54,0.99
ferry-trip,17,-0.17,0.48,0.57,0.95
fertiliser,37,-0.11,0.58,0.61,0.88
fertilizer,37,-0.11,0.58,0.61,0.91
festival-holiday,39,-0.17,0.41,0.63,0.99
festival-season,33,-0.03,0.67,0.78,0.73
festive-period,33,-0.03,0.67,0.84,0.67
fiasco,7,-0.19,0.45,0.67,0.81
fiber,37,-0.11,0.58,0.55,0.99
fiber-bragg,10,-0.19,0.51,0.52,0.99
fiberglass,12,-0.15,0.52,0.59,0.88
fiberglass-market,10,-0.19,0.51,0.61,0.81
fifth-consecutive-month,13,-0.20,0.50,0.56,0.94
fifth-consecutive-quarter,13,-0.20,0.50,0.54,0.96
fighter,34,-0.17,0.50,0.56,0.98
fighter-jet,0,-0.11,0.56,0.76,0.83
fijian,30,-0.13,0.56,0.60,0.88
fill,26,-0.14,0.56,0.60,0.84
film,9,-0.15,0.55,0.60,0.97
filtration,12,-0.15,0.52,0.54,0.96
final,34,-0.17,0.50,0.51,0.91
final-flight,36,-0.10,0.57,0.51,0.99
finalize,26,-0.14,0.56,0.55,0.86
final-quarter,13,-0.20,0.50,0.57,0.95
finance,35,-0.17,0.47,0.52,0.95
finance-director,31,-0.17,0.48,0.54,0.88
financial-assistance,2,-0.20,0.46,0.57,0.87
financial-distress,20,-0.14,0.55,0.50,0.91
financial-growth,19,-0.17,0.51,0.52,0.95
financial-innovation,19,-0.17,0.51,0.58,0.89
financial-shock,20,-0.14,0.55,0.57,0.95
financial-stress,20,-0.14,0.55,0.52,0.91
financial-technology,19,-0.17,0.51,0.55,0.97
financial-year,13,-0.20,0.50,0.54,0.94
finavia,36,-0.10,0.57,0.50,0.98
find,26,-0.14,0.56,0.71,0.80
finish,26,-0.14,0.56,0.51,0.97
finnair,36,-0.10,0.57,0.78,0.82
finnish-airline,36,-0.10,0.57,0.62,0.95
fintech,19,-0.17,0.51,0.56,0.93
fir,11,-0.18,0.46,0.51,0.94
fire,9,-0.15,0.55,0.55,0.98
firearm,9,-0.15,0.55,0.57,0.92
firebase,18,-0.20,0.45,0.53,0.99
fire-extinguishing-system,0,-0.11,0.56,0.54,0.97
firefighter,5,-0.19,0.44,0.61,1.00
firefighters,29,-0.12,0.59,0.53,0.94
firefighting,35,-0.17,0.47,0.54,0.90
firefighting-aircraft,0,-0.11,0.56,0.52,0.95
fireman,5,-0.19,0.44,0.58,0.89
fire-protection,35,-0.17,0.47,0.52,0.89
first-aircraft,0,-0.11,0.56,0.65,0.96
first-airline,36,-0.10,0.57,0.54,0.93
first-boeing,36,-0.10,0.57,0.55,0.90
first-carrier,36,-0.10,0.57,0.52,0.96
first-date,34,-0.17,0.50,0.59,0.89
first-decrease,25,-0.18,0.39,0.54,0.95
first-destination,17,-0.17,0.48,0.51,0.95
first-direct-flight,36,-0.10,0.57,0.60,0.92
first-flight,34,-0.17,0.50,0.58,0.98
first-half,13,-0.20,0.50,0.50,0.94
first-international-flight,36,-0.10,0.57,0.56,0.96
first-lockdown,33,-0.03,0.67,0.68,0.88
first-passenger-flight,36,-0.10,0.57,0.60,0.90
first-priority,23,-0.16,0.52,0.53,0.93
first-quarter,13,-0.20,0.50,0.59,0.92
first-responder,5,-0.19,0.44,0.58,0.88
first-round,34,-0.17,0.50,0.51,0.91
first-satellite,0,-0.11,0.56,0.56,0.92
first-trip,34,-0.17,0.50,0.52,0.95
first-wave,20,-0.14,0.55,0.68,0.93
first-weekend,33,-0.03,0.67,0.67,0.86
fiscal,13,-0.20,0.50,0.61,0.90
fiscal-year,13,-0.20,0.50,0.51,0.95
fish,29,-0.12,0.59,0.59,1.00
fit,26,-0.14,0.56,0.52,0.97
fiumicino,38,-0.14,0.48,0.60,1.00
fixed-base-operator,36,-0.10,0.57,0.54,0.95
fixed-wing,0,-0.11,0.56,0.74,0.81
fixed-wing-aircraft,0,-0.11,0.56,0.81,0.78
flag-carrier,36,-0.10,0.57,0.80,0.81
flag-carrier-airline,36,-0.10,0.57,0.53,0.94
flag-raising-ceremony,34,-0.17,0.50,0.51,0.97
flagship-airline,36,-0.10,0.57,0.55,0.91
flagship-carrier,36,-0.10,0.57,0.67,0.85
flagstaff,38,-0.14,0.48,0.62,0.83
flame,12,-0.15,0.52,0.65,0.90
flaming,16,-0.21,0.42,0.51,0.90
flatten,26,-0.14,0.56,0.52,0.94
flawed,32,-0.17,0.52,0.55,0.92
flee,26,-0.14,0.56,0.51,0.93
fleet,0,-0.11,0.56,0.53,0.99
fleet-electrification,37,-0.11,0.58,0.57,0.96
fleet-management,35,-0.17,0.47,0.66,0.89
fleet-size,36,-0.10,0.57,0.53,0.94
fleet-utilisation,25,-0.18,0.39,0.55,0.91
flexibility,19,-0.17,0.51,0.61,0.88
flexible,21,-0.18,0.50,0.64,0.95
flight,34,-0.17,0.50,0.70,0.97
flight-activity,6,-0.14,0.54,0.59,0.94
flight-attendant,34,-0.17,0.50,0.56,0.99
flight-availability,17,-0.17,0.48,0.52,0.92
flight-booking,17,-0.17,0.48,0.56,0.90
flight-cancellation,17,-0.17,0.48,0.51,0.95
flight-capacity,36,-0.10,0.57,0.57,0.96
flight-control,0,-0.11,0.56,0.68,0.87
flight-crew,0,-0.11,0.56,0.64,0.91
flightcrew,0,-0.11,0.56,0.51,0.96
flight-data-monitoring,4,-0.17,0.43,0.52,0.99
flight-data-recorder,0,-0.11,0.56,0.51,0.92
flight-deck,0,-0.11,0.56,0.75,0.82
flight-deck-crew,36,-0.10,0.57,0.56,0.94
flight-duration,0,-0.11,0.56,0.50,0.96
flight-frequency,36,-0.10,0.57,0.52,0.98
flight-home,34,-0.17,0.50,0.58,0.98
flight-instructor,5,-0.19,0.44,0.56,0.99
flight-journey,39,-0.17,0.41,0.50,0.92
flight-line,0,-0.11,0.56,0.62,0.92
flight-management,0,-0.11,0.56,0.53,0.99
flight-management-system,0,-0.11,0.56,0.65,0.94
flight-movement,22,0.37,0.21,0.51,0.95
flight-network,36,-0.10,0.57,0.60,0.89
flight-number,36,-0.10,0.57,0.53,0.98
flight-operation,36,-0.10,0.57,0.58,0.97
flight-operations,0,-0.11,0.56,0.57,0.99
flight-operator,36,-0.10,0.57,0.62,0.88
flight-path,0,-0.11,0.56,0.61,0.90
flight-performance,0,-0.11,0.56,0.57,0.93
flight-plan,0,-0.11,0.56,0.58,0.92
flight-planning,0,-0.11,0.56,0.61,0.92
flight-program,36,-0.10,0.57,0.59,0.95
flight-route,36,-0.10,0.57,0.62,1.00
flights,17,-0.17,0.48,0.69,1.00
flight-schedule,36,-0.10,0.57,0.61,0.94
flight-school,0,-0.11,0.56,0.52,0.99
flight-service,36,-0.10,0.57,0.70,0.94
flight-simulation,0,-0.11,0.56,0.56,0.96
flight-simulator,0,-0.11,0.56,0.62,0.86
flights-landing,17,-0.17,0.48,0.61,0.93
flight-suspension,17,-0.17,0.48,0.56,0.98
flight-test,0,-0.11,0.56,0.71,0.80
flight-ticket,17,-0.17,0.48,0.57,0.95
flight-time,0,-0.11,0.56,0.60,0.94
flight-traffic,25,-0.18,0.39,0.52,0.99
flight-training,0,-0.11,0.56,0.61,0.89
flight-travel,17,-0.17,0.48,0.52,0.99
floor,9,-0.15,0.55,0.57,0.97
flores,31,-0.17,0.48,0.60,0.90
flourish,26,-0.14,0.56,0.61,0.86
flower,12,-0.15,0.52,0.56,0.88
flu,20,-0.14,0.55,0.57,0.89
fluctuate,28,-0.19,0.48,0.61,0.90
fluctuation,28,-0.19,0.48,0.54,0.90
fluid,12,-0.15,0.52,0.61,0.88
fluids,12,-0.15,0.52,0.62,0.87
flu-like-virus,20,-0.14,0.55,0.57,0.87
fly,26,-0.14,0.56,0.58,0.93
flyadeal,36,-0.10,0.57,0.70,0.79
flybe,36,-0.10,0.57,0.63,0.88
fly-by-wire,0,-0.11,0.56,0.75,0.81
flydubai,36,-0.10,0.57,0.76,0.84
flyer,34,-0.17,0.50,0.53,0.97
flying,16,-0.21,0.42,0.64,0.94
flying-club,38,-0.14,0.48,0.54,0.99
flying-hours,0,-0.11,0.56,0.54,0.95
flying-kangaroo,36,-0.10,0.57,0.57,0.88
flying-taxi,0,-0.11,0.56,0.54,0.96
flying-wing,0,-0.11,0.56,0.69,0.80
flynas,36,-0.10,0.57,0.65,0.86
fly-past,34,-0.17,0.50,0.51,0.97
flysafair,36,-0.10,0.57,0.67,0.82
fmg,15,-0.18,0.43,0.52,0.87
foam,12,-0.15,0.52,0.78,0.74
focus,26,-0.14,0.56,0.53,0.98
fog,12,-0.15,0.52,0.62,0.89
foggy,16,-0.21,0.42,0.51,0.88
follow,26,-0.14,0.56,0.64,0.81
food,9,-0.15,0.55,0.55,0.91
food-beverage,35,-0.17,0.47,0.55,0.91
food-product,12,-0.15,0.52,0.51,0.94
food-security,19,-0.17,0.51,0.51,0.96
food-service,35,-0.17,0.47,0.57,0.85
foodservice,35,-0.17,0.47,0.54,0.89
food-waste,37,-0.11,0.58,0.67,0.81
foot,9,-0.15,0.55,0.52,0.98
footage,9,-0.15,0.55,0.51,0.98
football,34,-0.17,0.50,0.59,0.92
footfall,6,-0.14,0.54,0.64,0.92
foot-traffic,6,-0.14,0.54,0.53,0.91
for,9,-0.15,0.55,0.50,0.92
forced,14,-0.13,0.58,0.66,0.83
force-sensor,12,-0.15,0.52,0.57,0.94
force-sensor-market,10,-0.19,0.51,0.65,0.90
forecast-duration,10,-0.19,0.51,0.65,0.86
forecasted-period,10,-0.19,0.51,0.62,0.94
forecast-era,10,-0.19,0.51,0.67,0.80
forecast-period,10,-0.19,0.51,0.67,0.91
forecast-timeframe,10,-0.19,0.51,0.69,0.85
forecast-year,10,-0.19,0.51,0.55,0.90
foreigner,5,-0.19,0.44,0.74,0.86
foresee,26,-0.14,0.56,0.51,0.93
foreseeable,32,-0.17,0.52,0.53,0.95
foreseen-period,10,-0.19,0.51,0.60,0.92
forest,29,-0.12,0.59,0.71,0.79
forest-fire,29,-0.12,0.59,0.54,1.00
forestry,35,-0.17,0.47,0.61,0.88
forge,26,-0.14,0.56,0.58,0.84
forget,26,-0.14,0.56,0.51,0.92
formalize,26,-0.14,0.56,0.61,0.84
formation-flight,0,-0.11,0.56,0.57,0.90
former,31,-0.17,0.48,0.62,0.99
former-chief,31,-0.17,0.48,0.57,0.86
former-defence-secretary,31,-0.17,0.48,0.59,0.87
formulate,26,-0.14,0.56,0.61,0.83
fortnight,33,-0.03,0.67,0.55,0.95
fort-rucker,38,-0.14,0.48,0.58,0.86
forwarder,36,-0.10,0.57,0.52,0.97
forward-flight,0,-0.11,0.56,0.64,0.88
